,Sentence: #,Word,POS,tag,-,Predict
6276,Sentence: 20301,and,CC,O,,CC
6277,Sentence: 20301,Haiti,NNP,B-geo,,NNP
6278,Sentence: 20301,.,.,O,,.
6279,Sentence: 20302,Mr.,NNP,B-per,,DT
6280,Sentence: 20302,Annan,NNP,I-per,,NNP
6281,Sentence: 20302,meets,VBZ,O,,VBZ
6282,Sentence: 20302,next,JJ,O,,IN
6283,Sentence: 20302,with,IN,O,,IN
6284,Sentence: 20302,Condoleezza,NNP,B-per,,NNP
6285,Sentence: 20302,Rice,NNP,I-per,,NNP
6286,Sentence: 20302,",",",",O,,","
6287,Sentence: 20302,who,WP,O,,WP
6288,Sentence: 20302,President,NNP,B-per,,NNP
6289,Sentence: 20302,Bush,NNP,I-per,,NNP
6290,Sentence: 20302,has,VBZ,O,,VBZ
6291,Sentence: 20302,nominated,VBN,O,,VBN
6292,Sentence: 20302,to,TO,O,,TO
6293,Sentence: 20302,be,VB,O,,VB
6294,Sentence: 20302,Mr.,NNP,B-per,,NNP
6295,Sentence: 20302,Powell,NNP,I-per,,NNP
6296,Sentence: 20302,'s,POS,O,,POS
6297,Sentence: 20302,successor,NN,O,,NN
6298,Sentence: 20302,.,.,O,,.
6299,Sentence: 20303,Later,RB,O,,RB
6300,Sentence: 20303,",",",",O,,","
6301,Sentence: 20303,he,PRP,O,,PRP
6302,Sentence: 20303,speaks,VBZ,O,,VBZ
6303,Sentence: 20303,to,TO,O,,TO
6304,Sentence: 20303,an,DT,O,,DT
6305,Sentence: 20303,independent,JJ,O,,JJ
6306,Sentence: 20303,group,NN,O,,NN
6307,Sentence: 20303,",",",",O,,","
6308,Sentence: 20303,the,DT,O,,DT
6309,Sentence: 20303,Council,NNP,B-org,,NNP
6310,Sentence: 20303,on,IN,O,,IN
6311,Sentence: 20303,Foreign,NNP,B-org,,NNP
6312,Sentence: 20303,Relations,NNP,I-org,,NNP
6313,Sentence: 20303,.,.,O,,.
6314,Sentence: 20304,Tropical,JJ,O,,DT
6315,Sentence: 20304,Storm,NN,B-per,,NNP
6316,Sentence: 20304,Katrina,NNP,B-nat,,NNP
6317,Sentence: 20304,has,VBZ,O,,VBZ
6318,Sentence: 20304,been,VBN,O,,VBN
6319,Sentence: 20304,upgraded,VBN,O,,VBN
6320,Sentence: 20304,to,TO,O,,TO
6321,Sentence: 20304,a,DT,O,,DT
6322,Sentence: 20304,hurricane,NN,O,,NN
6323,Sentence: 20304,as,IN,O,,IN
6324,Sentence: 20304,it,PRP,O,,PRP
6325,Sentence: 20304,bears,VBZ,O,,NNS
6326,Sentence: 20304,down,RP,O,,RB
6327,Sentence: 20304,on,IN,O,,IN
6328,Sentence: 20304,the,DT,O,,DT
6329,Sentence: 20304,southeastern,JJ,O,,JJ
6330,Sentence: 20304,U.S.,NNP,B-geo,,JJ
6331,Sentence: 20304,state,NN,O,,NN
6332,Sentence: 20304,of,IN,O,,IN
6333,Sentence: 20304,Florida,NNP,B-geo,,NNP
6334,Sentence: 20304,",",",",O,,","
6335,Sentence: 20304,on,IN,O,,IN
6336,Sentence: 20304,a,DT,O,,DT
6337,Sentence: 20304,path,NN,O,,NN
6338,Sentence: 20304,toward,IN,O,,IN
6339,Sentence: 20304,cities,NNS,O,,NNS
6340,Sentence: 20304,along,IN,O,,IN
6341,Sentence: 20304,the,DT,O,,DT
6342,Sentence: 20304,Atlantic,NNP,B-geo,,NNP
6343,Sentence: 20304,coast,NN,O,,NN
6344,Sentence: 20304,.,.,O,,.
6345,Sentence: 20305,At,IN,O,,DT
6346,Sentence: 20305,last,JJ,O,,JJ
6347,Sentence: 20305,report,NN,O,,NN
6348,Sentence: 20305,",",",",O,,","
6349,Sentence: 20305,the,DT,O,,DT
6350,Sentence: 20305,11th,JJ,B-tim,,JJ
6351,Sentence: 20305,named,VBN,O,,VBN
6352,Sentence: 20305,storm,NN,O,,NN
6353,Sentence: 20305,of,IN,O,,IN
6354,Sentence: 20305,this,DT,O,,DT
6355,Sentence: 20305,year,NN,O,,NN
6356,Sentence: 20305,'s,POS,B-tim,,POS
6357,Sentence: 20305,Atlantic,NNP,B-geo,,NNP
6358,Sentence: 20305,hurricane,NN,O,,NN
6359,Sentence: 20305,season,NN,O,,NN
6360,Sentence: 20305,was,VBD,O,,VBD
6361,Sentence: 20305,40,CD,O,,CD
6362,Sentence: 20305,kilometers,NNS,O,,NNS
6363,Sentence: 20305,east-northeast,NN,O,,NNP
6364,Sentence: 20305,of,IN,O,,IN
6365,Sentence: 20305,Fort,NNP,B-geo,,NNP
6366,Sentence: 20305,Lauderdale,NNP,I-geo,,NNP
6367,Sentence: 20305,",",",",O,,","
6368,Sentence: 20305,a,DT,O,,DT
6369,Sentence: 20305,popular,JJ,O,,JJ
6370,Sentence: 20305,destination,NN,O,,NN
6371,Sentence: 20305,for,IN,O,,IN
6372,Sentence: 20305,tourists,NNS,O,,NNS
6373,Sentence: 20305,.,.,O,,.
6374,Sentence: 20306,Katrina,NNP,B-nat,,PRP
6375,Sentence: 20306,had,VBD,O,,VBD
6376,Sentence: 20306,winds,NNS,O,,NNS
6377,Sentence: 20306,of,IN,O,,IN
6378,Sentence: 20306,120,CD,O,,CD
6379,Sentence: 20306,kilometers,NNS,O,,NNS
6380,Sentence: 20306,per,IN,O,,IN
6381,Sentence: 20306,hour,NN,O,,NN
6382,Sentence: 20306,.,.,O,,.
6383,Sentence: 20307,Many,JJ,O,,DT
6384,Sentence: 20307,Florida,NNP,B-geo,,JJ
6385,Sentence: 20307,residents,NNS,O,,NNS
6386,Sentence: 20307,are,VBP,O,,VBP
6387,Sentence: 20307,stocking,VBG,O,,VBG
6388,Sentence: 20307,up,RP,O,,RP
6389,Sentence: 20307,on,IN,O,,IN
6390,Sentence: 20307,gasoline,NN,O,,NN
6391,Sentence: 20307,",",",",O,,","
6392,Sentence: 20307,water,NN,O,,NN
6393,Sentence: 20307,and,CC,O,,CC
6394,Sentence: 20307,other,JJ,O,,JJ
6395,Sentence: 20307,supplies,NNS,O,,NNS
6396,Sentence: 20307,in,IN,O,,IN
6397,Sentence: 20307,preparation,NN,O,,NN
6398,Sentence: 20307,for,IN,O,,IN
6399,Sentence: 20307,the,DT,O,,DT
6400,Sentence: 20307,storm,NN,O,,NN
6401,Sentence: 20307,",",",",O,,","
6402,Sentence: 20307,which,WDT,O,,WDT
6403,Sentence: 20307,formed,VBD,O,,VBD
6404,Sentence: 20307,Wednesday,NNP,B-tim,,NNP
6405,Sentence: 20307,over,IN,I-tim,,IN
6406,Sentence: 20307,the,DT,O,,DT
6407,Sentence: 20307,Bahamas,NNPS,B-tim,,NNP
6408,Sentence: 20307,.,.,O,,.
6409,Sentence: 20308,Katrina,NNP,B-nat,,PRP
6410,Sentence: 20308,is,VBZ,O,,VBZ
6411,Sentence: 20308,expected,VBN,O,,VBN
6412,Sentence: 20308,to,TO,O,,TO
6413,Sentence: 20308,make,VB,O,,VB
6414,Sentence: 20308,landfall,NN,O,,NN
6415,Sentence: 20308,late,JJ,O,,JJ
6416,Sentence: 20308,Thursday,NNP,B-tim,,NNP
6417,Sentence: 20308,or,CC,O,,CC
6418,Sentence: 20308,early,JJ,O,,JJ
6419,Sentence: 20308,Friday,NNP,B-tim,,NNP
6420,Sentence: 20308,.,.,O,,.
6421,Sentence: 20309,Forecasters,NNS,O,,NNS
6422,Sentence: 20309,warn,VBP,O,,VBP
6423,Sentence: 20309,the,DT,O,,DT
6424,Sentence: 20309,storm,NN,O,,NN
6425,Sentence: 20309,could,MD,O,,MD
6426,Sentence: 20309,dump,VB,O,,VB
6427,Sentence: 20309,several,JJ,O,,JJ
6428,Sentence: 20309,centimeters,NNS,O,,NNS
6429,Sentence: 20309,of,IN,O,,IN
6430,Sentence: 20309,rain,NN,O,,NN
6431,Sentence: 20309,in,IN,O,,IN
6432,Sentence: 20309,spots,NNS,O,,NNS
6433,Sentence: 20309,as,IN,O,,IN
6434,Sentence: 20309,it,PRP,O,,PRP
6435,Sentence: 20309,moves,VBZ,O,,NNS
6436,Sentence: 20309,over,IN,O,,IN
6437,Sentence: 20309,the,DT,O,,DT
6438,Sentence: 20309,state,NN,O,,NN
6439,Sentence: 20309,toward,IN,O,,IN
6440,Sentence: 20309,the,DT,O,,DT
6441,Sentence: 20309,Gulf,NNP,B-geo,,NNP
6442,Sentence: 20309,of,IN,I-geo,,IN
6443,Sentence: 20309,Mexico,NNP,I-geo,,NNP
6444,Sentence: 20309,.,.,O,,.
6445,Sentence: 20310,Egypt,NNP,B-org,,NNP
6446,Sentence: 20310,is,VBZ,O,,VBZ
6447,Sentence: 20310,holding,VBG,O,,VBG
6448,Sentence: 20310,talks,NNS,O,,NNS
6449,Sentence: 20310,in,IN,O,,IN
6450,Sentence: 20310,Cairo,NNP,B-geo,,NNP
6451,Sentence: 20310,with,IN,O,,IN
6452,Sentence: 20310,Palestinian,JJ,B-gpe,,JJ
6453,Sentence: 20310,militant,JJ,O,,JJ
6454,Sentence: 20310,leaders,NNS,O,,NNS
6455,Sentence: 20310,",",",",O,,","
6456,Sentence: 20310,as,IN,O,,IN
6457,Sentence: 20310,part,NN,O,,NN
6458,Sentence: 20310,of,IN,O,,IN
6459,Sentence: 20310,a,DT,O,,DT
6460,Sentence: 20310,push,NN,O,,NN
6461,Sentence: 20310,to,TO,O,,TO
6462,Sentence: 20310,strengthen,VB,O,,VB
6463,Sentence: 20310,Palestinian,JJ,B-gpe,,JJ
6464,Sentence: 20310,support,NN,O,,NN
6465,Sentence: 20310,for,IN,O,,IN
6466,Sentence: 20310,a,DT,O,,DT
6467,Sentence: 20310,de~facto,JJ,O,,JJ
6468,Sentence: 20310,ceasefire,NN,O,,NN
6469,Sentence: 20310,with,IN,O,,IN
6470,Sentence: 20310,Israel,NNP,B-geo,,NNP
6471,Sentence: 20310,.,.,O,,.
6472,Sentence: 20311,The,DT,O,,DT
6473,Sentence: 20311,talks,NNS,O,,NNS
6474,Sentence: 20311,are,VBP,O,,VBP
6475,Sentence: 20311,taking,VBG,O,,VBG
6476,Sentence: 20311,place,NN,O,,NN
6477,Sentence: 20311,as,IN,O,,IN
6478,Sentence: 20311,Egypt,NNP,B-org,,NNP
6479,Sentence: 20311,prepares,VBZ,O,,VBZ
6480,Sentence: 20311,to,TO,O,,TO
6481,Sentence: 20311,host,VB,O,,VB
6482,Sentence: 20311,an,DT,O,,DT
6483,Sentence: 20311,Israeli-Palestinian,JJ,O,,JJ
6484,Sentence: 20311,summit,NN,O,,NN
6485,Sentence: 20311,aimed,VBN,O,,VBN
6486,Sentence: 20311,at,IN,O,,IN
6487,Sentence: 20311,formalizing,VBG,O,,NNP
6488,Sentence: 20311,the,DT,O,,DT
6489,Sentence: 20311,truce,NN,O,,NN
6490,Sentence: 20311,and,CC,O,,CC
6491,Sentence: 20311,re-starting,JJ,O,,JJ
6492,Sentence: 20311,talks,NNS,O,,NNS
6493,Sentence: 20311,on,IN,O,,IN
6494,Sentence: 20311,the,DT,O,,DT
6495,Sentence: 20311,internationally,RB,O,,RB
6496,Sentence: 20311,brokered,VBN,O,,VBN
6497,Sentence: 20311,road,NN,O,,NN
6498,Sentence: 20311,map,NN,O,,NN
6499,Sentence: 20311,peace,NN,O,,NN
6500,Sentence: 20311,plan,NN,O,,NN
6501,Sentence: 20311,.,.,O,,.
6502,Sentence: 20312,Militant,JJ,O,,JJ
6503,Sentence: 20312,sources,NNS,O,,NNS
6504,Sentence: 20312,say,VBP,O,,VBP
6505,Sentence: 20312,Hamas,NNP,B-org,,JJ
6506,Sentence: 20312,leader,NN,O,,NN
6507,Sentence: 20312,Khaled,NNP,B-per,,NNP
6508,Sentence: 20312,Meshaal,NNP,I-per,,NNP
6509,Sentence: 20312,and,CC,O,,CC
6510,Sentence: 20312,Islamic,NNP,B-geo,,NNP
6511,Sentence: 20312,Jihad,NNP,I-geo,,NNP
6512,Sentence: 20312,leader,NN,O,,NN
6513,Sentence: 20312,Ramadan,NNP,B-per,,NNP
6514,Sentence: 20312,Shallah,NNP,I-per,,NNP
6515,Sentence: 20312,were,VBD,O,,VBD
6516,Sentence: 20312,both,DT,O,,DT
6517,Sentence: 20312,meeting,NN,O,,NN
6518,Sentence: 20312,Wednesday,NNP,B-tim,,NNP
6519,Sentence: 20312,with,IN,O,,IN
6520,Sentence: 20312,Egyptian,JJ,B-gpe,,JJ
6521,Sentence: 20312,negotiators,NNS,O,,NNS
6522,Sentence: 20312,.,.,O,,.
6523,Sentence: 20313,Egypt,NNP,B-org,,NNP
6524,Sentence: 20313,has,VBZ,O,,VBZ
6525,Sentence: 20313,not,RB,O,,RB
6526,Sentence: 20313,commented,VBN,O,,VBN
6527,Sentence: 20313,on,IN,O,,IN
6528,Sentence: 20313,the,DT,O,,DT
6529,Sentence: 20313,talks,NNS,O,,NNS
6530,Sentence: 20313,.,.,O,,.
6531,Sentence: 20314,Venezuela,NNP,B-geo,,NNP
6532,Sentence: 20314,'s,POS,O,,POS
6533,Sentence: 20314,President,NNP,B-per,,NNP
6534,Sentence: 20314,Hugo,NNP,I-per,,NNP
6535,Sentence: 20314,Chavez,NNP,I-per,,NNP
6536,Sentence: 20314,has,VBZ,O,,VBZ
6537,Sentence: 20314,defended,VBN,O,,VBN
6538,Sentence: 20314,his,PRP$,O,,PRP$
6539,Sentence: 20314,plan,NN,O,,NN
6540,Sentence: 20314,to,TO,O,,TO
6541,Sentence: 20314,pass,VB,O,,VB
6542,Sentence: 20314,legislation,NN,O,,NN
6543,Sentence: 20314,by,IN,O,,IN
6544,Sentence: 20314,decree,NN,O,,NN
6545,Sentence: 20314,",",",",O,,","
6546,Sentence: 20314,calling,VBG,O,,VBG
6547,Sentence: 20314,U.S.,NNP,B-geo,,NNP
6548,Sentence: 20314,reservations,NNS,O,,NNS
6549,Sentence: 20314,about,IN,O,,IN
6550,Sentence: 20314,his,PRP$,O,,PRP$
6551,Sentence: 20314,actions,NNS,O,,NNS
6552,Sentence: 20314,unacceptable,JJ,O,,JJ
6553,Sentence: 20314,meddling,NN,O,,NN
6554,Sentence: 20314,in,IN,O,,IN
6555,Sentence: 20314,Venezuela,NNP,B-geo,,NNP
6556,Sentence: 20314,'s,POS,O,,POS
6557,Sentence: 20314,affairs,NNS,O,,NNS
6558,Sentence: 20314,.,.,O,,.
6559,Sentence: 20315,Mr.,NNP,B-per,,DT
6560,Sentence: 20315,Chavez,NNP,I-per,,NNP
6561,Sentence: 20315,cursed,VBD,O,,NNP
6562,Sentence: 20315,at,IN,O,,IN
6563,Sentence: 20315,U.S.,NNP,B-geo,,NNP
6564,Sentence: 20315,officials,NNS,O,,NNS
6565,Sentence: 20315,in,IN,O,,IN
6566,Sentence: 20315,a,DT,O,,DT
6567,Sentence: 20315,Sunday,NNP,B-tim,,NNP
6568,Sentence: 20315,broadcast,NN,O,,NN
6569,Sentence: 20315,saying,VBG,O,,VBG
6570,Sentence: 20315,Venezuela,NNP,B-geo,,NNP
6571,Sentence: 20315,is,VBZ,O,,VBZ
6572,Sentence: 20315,exercising,VBG,O,,VBG
6573,Sentence: 20315,the,DT,O,,DT
6574,Sentence: 20315,legal,JJ,O,,JJ
6575,Sentence: 20315,authority,NN,O,,NN
6576,Sentence: 20315,of,IN,O,,IN
6577,Sentence: 20315,a,DT,O,,DT
6578,Sentence: 20315,free,JJ,O,,JJ
6579,Sentence: 20315,nation,NN,O,,NN
6580,Sentence: 20315,.,.,O,,.
6581,Sentence: 20316,On,IN,O,,IN
6582,Sentence: 20316,Friday,NNP,B-tim,,NNP
6583,Sentence: 20316,",",",",O,,","
6584,Sentence: 20316,U.S.,NNP,B-org,,NNP
6585,Sentence: 20316,State,NNP,I-org,,NNP
6586,Sentence: 20316,Department,NNP,I-org,,NNP
6587,Sentence: 20316,spokesman,NN,O,,NN
6588,Sentence: 20316,Tom,NNP,B-per,,NNP
6589,Sentence: 20316,Casey,NNP,I-per,,NNP
6590,Sentence: 20316,said,VBD,O,,VBD
6591,Sentence: 20316,Mr.,NNP,B-per,,NNP
6592,Sentence: 20316,Chavez,NNP,I-per,,NNP
6593,Sentence: 20316,'s,POS,O,,POS
6594,Sentence: 20316,plan,NN,O,,NN
6595,Sentence: 20316,to,TO,O,,TO
6596,Sentence: 20316,rule,VB,O,,VB
6597,Sentence: 20316,by,IN,O,,IN
6598,Sentence: 20316,decree,NN,O,,NN
6599,Sentence: 20316,is,VBZ,O,,VBZ
6600,Sentence: 20316,an,DT,O,,DT
6601,Sentence: 20316,odd,JJ,O,,JJ
6602,Sentence: 20316,proposal,NN,O,,NN
6603,Sentence: 20316,in,IN,O,,IN
6604,Sentence: 20316,a,DT,O,,DT
6605,Sentence: 20316,democratic,JJ,O,,JJ
6606,Sentence: 20316,system,NN,O,,NN
6607,Sentence: 20316,.,.,O,,.
6608,Sentence: 20317,Venezuela,NNP,B-geo,,NNP
6609,Sentence: 20317,'s,POS,O,,POS
6610,Sentence: 20317,legislature,NN,O,,NN
6611,Sentence: 20317,is,VBZ,O,,VBZ
6612,Sentence: 20317,expected,VBN,O,,VBN
6613,Sentence: 20317,this,DT,O,,DT
6614,Sentence: 20317,week,NN,O,,NN
6615,Sentence: 20317,to,TO,O,,TO
6616,Sentence: 20317,give,VB,O,,VB
6617,Sentence: 20317,Mr.,NNP,B-per,,NNP
6618,Sentence: 20317,Chavez,NNP,I-per,,NNP
6619,Sentence: 20317,the,DT,O,,DT
6620,Sentence: 20317,power,NN,O,,NN
6621,Sentence: 20317,to,TO,O,,TO
6622,Sentence: 20317,rule,VB,O,,VB
6623,Sentence: 20317,by,IN,O,,IN
6624,Sentence: 20317,decree,NN,O,,NN
6625,Sentence: 20317,for,IN,O,,IN
6626,Sentence: 20317,18,CD,B-tim,,CD
6627,Sentence: 20317,months,NNS,O,,NNS
6628,Sentence: 20317,.,.,O,,.
6629,Sentence: 20318,During,IN,O,,IN
6630,Sentence: 20318,his,PRP$,O,,PRP$
6631,Sentence: 20318,inauguration,NN,O,,NN
6632,Sentence: 20318,address,NN,O,,NN
6633,Sentence: 20318,earlier,RBR,O,,RBR
6634,Sentence: 20318,this,DT,O,,DT
6635,Sentence: 20318,month,NN,O,,NN
6636,Sentence: 20318,",",",",O,,","
6637,Sentence: 20318,Mr.,NNP,B-per,,NNP
6638,Sentence: 20318,Chavez,NNP,I-per,,NNP
6639,Sentence: 20318,said,VBD,O,,VBD
6640,Sentence: 20318,he,PRP,O,,PRP
6641,Sentence: 20318,will,MD,O,,MD
6642,Sentence: 20318,seek,VB,O,,VB
6643,Sentence: 20318,to,TO,O,,TO
6644,Sentence: 20318,amend,VB,O,,VB
6645,Sentence: 20318,the,DT,O,,DT
6646,Sentence: 20318,constitution,NN,O,,NN
6647,Sentence: 20318,to,TO,O,,TO
6648,Sentence: 20318,allow,VB,O,,VB
6649,Sentence: 20318,unlimited,JJ,O,,NNP
6650,Sentence: 20318,consecutive,JJ,O,,JJ
6651,Sentence: 20318,presidential,JJ,O,,JJ
6652,Sentence: 20318,terms,NNS,O,,NNS
6653,Sentence: 20318,.,.,O,,.
6654,Sentence: 20319,Opposition,NNP,O,,JJ
6655,Sentence: 20319,lawmakers,NNS,O,,NNS
6656,Sentence: 20319,accuse,VBP,O,,VBP
6657,Sentence: 20319,the,DT,O,,DT
6658,Sentence: 20319,president,NN,O,,NN
6659,Sentence: 20319,of,IN,O,,IN
6660,Sentence: 20319,moving,VBG,O,,VBG
6661,Sentence: 20319,Venezuela,NNP,B-geo,,NNP
6662,Sentence: 20319,toward,IN,O,,IN
6663,Sentence: 20319,a,DT,O,,DT
6664,Sentence: 20319,totalitarian,JJ,O,,NNP
6665,Sentence: 20319,form,NN,O,,NN
6666,Sentence: 20319,of,IN,O,,IN
6667,Sentence: 20319,government,NN,O,,NN
6668,Sentence: 20319,that,WDT,O,,IN
6669,Sentence: 20319,resembles,VBZ,O,,NNP
6670,Sentence: 20319,Cuba,NNP,B-geo,,NNP
6671,Sentence: 20319,.,.,O,,.
6672,Sentence: 20320,Chinese,JJ,B-gpe,,JJ
6673,Sentence: 20320,officials,NNS,O,,NNS
6674,Sentence: 20320,say,VBP,O,,VBP
6675,Sentence: 20320,the,DT,O,,DT
6676,Sentence: 20320,world,NN,O,,NN
6677,Sentence: 20320,'s,POS,O,,POS
6678,Sentence: 20320,oldest,JJS,O,,JJS
6679,Sentence: 20320,panda,NN,O,,NN
6680,Sentence: 20320,in,IN,O,,IN
6681,Sentence: 20320,captivity,NN,O,,NN
6682,Sentence: 20320,has,VBZ,O,,VBZ
6683,Sentence: 20320,died,VBN,O,,VBN
6684,Sentence: 20320,at,IN,O,,IN
6685,Sentence: 20320,the,DT,O,,DT
6686,Sentence: 20320,age,NN,O,,NN
6687,Sentence: 20320,of,IN,O,,IN
6688,Sentence: 20320,36,CD,O,,CD
6689,Sentence: 20320,.,.,O,,.
6690,Sentence: 20321,Mei,NNP,B-per,,DT
6691,Sentence: 20321,Mei,NNP,I-per,,NNP
6692,Sentence: 20321,passed,VBD,O,,VBD
6693,Sentence: 20321,away,RP,O,,RB
6694,Sentence: 20321,Tuesday,NNP,B-tim,,NNP
6695,Sentence: 20321,at,IN,O,,IN
6696,Sentence: 20321,the,DT,O,,DT
6697,Sentence: 20321,zoo,NN,O,,NN
6698,Sentence: 20321,in,IN,O,,IN
6699,Sentence: 20321,the,DT,O,,DT
6700,Sentence: 20321,southwestern,JJ,O,,JJ
6701,Sentence: 20321,city,NN,O,,NN
6702,Sentence: 20321,of,IN,O,,IN
6703,Sentence: 20321,Guilin,NNP,B-geo,,NNP
6704,Sentence: 20321,",",",",O,,","
6705,Sentence: 20321,where,WRB,O,,WRB
6706,Sentence: 20321,she,PRP,O,,PRP
6707,Sentence: 20321,had,VBD,O,,VBD
6708,Sentence: 20321,lived,VBN,O,,VBN
6709,Sentence: 20321,for,IN,O,,IN
6710,Sentence: 20321,the,DT,O,,DT
6711,Sentence: 20321,last,JJ,O,,JJ
6712,Sentence: 20321,20,CD,B-tim,,CD
6713,Sentence: 20321,years,NNS,O,,NNS
6714,Sentence: 20321,.,.,O,,.
6715,Sentence: 20322,Experts,NNS,O,,NNS
6716,Sentence: 20322,say,VBP,O,,VBP
6717,Sentence: 20322,Mei,NNP,B-per,,NNP
6718,Sentence: 20322,Mei,NNP,I-per,,NNP
6719,Sentence: 20322,'s,POS,O,,POS
6720,Sentence: 20322,age,NN,O,,NN
6721,Sentence: 20322,made,VBD,O,,VBD
6722,Sentence: 20322,her,PRP$,O,,PRP$
6723,Sentence: 20322,the,DT,O,,DT
6724,Sentence: 20322,equivalent,NN,O,,NN
6725,Sentence: 20322,of,IN,O,,IN
6726,Sentence: 20322,more,JJR,O,,JJR
6727,Sentence: 20322,than,IN,O,,IN
6728,Sentence: 20322,100,CD,O,,CD
6729,Sentence: 20322,in,IN,O,,IN
6730,Sentence: 20322,human,JJ,O,,JJ
6731,Sentence: 20322,years,NNS,O,,NNS
6732,Sentence: 20322,.,.,O,,.
6733,Sentence: 20323,Mei,NNP,B-per,,DT
6734,Sentence: 20323,Mei,NNP,I-per,,NNP
6735,Sentence: 20323,'s,POS,O,,POS
6736,Sentence: 20323,death,NN,O,,NN
6737,Sentence: 20323,came,VBD,O,,VBD
6738,Sentence: 20323,on,IN,O,,IN
6739,Sentence: 20323,the,DT,O,,DT
6740,Sentence: 20323,same,JJ,O,,JJ
6741,Sentence: 20323,day,NN,O,,NN
6742,Sentence: 20323,that,IN,O,,IN
6743,Sentence: 20323,Chinese,JJ,B-gpe,,NNP
6744,Sentence: 20323,media,NNS,O,,NNS
6745,Sentence: 20323,reported,VBD,O,,VBD
6746,Sentence: 20323,the,DT,O,,DT
6747,Sentence: 20323,birth,NN,O,,NN
6748,Sentence: 20323,of,IN,O,,IN
6749,Sentence: 20323,a,DT,O,,DT
6750,Sentence: 20323,second,JJ,O,,JJ
6751,Sentence: 20323,set,NN,O,,NN
6752,Sentence: 20323,of,IN,O,,IN
6753,Sentence: 20323,rare,JJ,O,,JJ
6754,Sentence: 20323,twin,JJ,O,,JJ
6755,Sentence: 20323,panda,NN,O,,NN
6756,Sentence: 20323,cubs,NNS,O,,NNS
6757,Sentence: 20323,at,IN,O,,IN
6758,Sentence: 20323,the,DT,O,,DT
6759,Sentence: 20323,Wolong,NNP,B-org,,JJ
6760,Sentence: 20323,panda,NN,O,,NN
6761,Sentence: 20323,reserve,NN,O,,NN
6762,Sentence: 20323,in,IN,O,,IN
6763,Sentence: 20323,the,DT,O,,DT
6764,Sentence: 20323,southwest,JJS,O,,JJ
6765,Sentence: 20323,province,NN,O,,NN
6766,Sentence: 20323,of,IN,O,,IN
6767,Sentence: 20323,Sichuan,NNP,B-geo,,NNP
6768,Sentence: 20323,.,.,O,,.
6769,Sentence: 20324,Russia,NNP,B-geo,,NNP
6770,Sentence: 20324,says,VBZ,O,,VBZ
6771,Sentence: 20324,a,DT,O,,DT
6772,Sentence: 20324,third,JJ,O,,JJ
6773,Sentence: 20324,round,NN,O,,NN
6774,Sentence: 20324,of,IN,O,,IN
6775,Sentence: 20324,talks,NNS,O,,NNS
6776,Sentence: 20324,with,IN,O,,IN
6777,Sentence: 20324,the,DT,O,,DT
6778,Sentence: 20324,United,NNP,B-geo,,NNP
6779,Sentence: 20324,States,NNPS,I-geo,,NNP
6780,Sentence: 20324,on,IN,O,,IN
6781,Sentence: 20324,reducing,VBG,O,,VBG
6782,Sentence: 20324,their,PRP$,O,,PRP$
6783,Sentence: 20324,nuclear,JJ,O,,JJ
6784,Sentence: 20324,arsenals,NNS,O,,NNS
6785,Sentence: 20324,will,MD,O,,MD
6786,Sentence: 20324,take,VB,O,,VB
6787,Sentence: 20324,place,NN,O,,NN
6788,Sentence: 20324,in,IN,O,,IN
6789,Sentence: 20324,Geneva,NNP,B-geo,,NNP
6790,Sentence: 20324,on,IN,O,,IN
6791,Sentence: 20324,June,NNP,B-tim,,NNP
6792,Sentence: 20324,23,CD,I-tim,,CD
6793,Sentence: 20324,and,CC,I-tim,,CC
6794,Sentence: 20324,24,CD,I-tim,,CD
6795,Sentence: 20324,.,.,O,,.
6796,Sentence: 20325,Russian,JJ,B-gpe,,DT
6797,Sentence: 20325,Foreign,NNP,B-org,,NNP
6798,Sentence: 20325,Ministry,NNP,I-org,,NNP
6799,Sentence: 20325,spokesman,NN,O,,NN
6800,Sentence: 20325,Andrei,NNP,B-per,,NNP
6801,Sentence: 20325,Nesterenko,NNP,I-per,,NNP
6802,Sentence: 20325,said,VBD,O,,VBD
6803,Sentence: 20325,Thursday,NNP,B-tim,,NNP
6804,Sentence: 20325,that,IN,O,,IN
6805,Sentence: 20325,President,NNP,B-per,,NNP
6806,Sentence: 20325,Dmitri,NNP,I-per,,NNP
6807,Sentence: 20325,Medvedev,NNP,I-per,,NNP
6808,Sentence: 20325,and,CC,O,,CC
6809,Sentence: 20325,his,PRP$,O,,PRP$
6810,Sentence: 20325,U.S.,NNP,B-geo,,JJ
6811,Sentence: 20325,counterpart,NN,O,,NN
6812,Sentence: 20325,Barack,NNP,B-per,,NNP
6813,Sentence: 20325,Obama,NNP,I-per,,NNP
6814,Sentence: 20325,are,VBP,O,,VBP
6815,Sentence: 20325,hoping,VBG,O,,VBG
6816,Sentence: 20325,to,TO,O,,TO
6817,Sentence: 20325,announce,VB,O,,VB
6818,Sentence: 20325,the,DT,O,,DT
6819,Sentence: 20325,talks,NNS,O,,NNS
6820,Sentence: 20325,',POS,O,,POS
6821,Sentence: 20325,progress,NN,O,,NN
6822,Sentence: 20325,when,WRB,O,,WRB
6823,Sentence: 20325,Mr.,NNP,B-per,,NNP
6824,Sentence: 20325,Obama,NNP,I-per,,NNP
6825,Sentence: 20325,visits,VBZ,B-org,,VBZ
