,Sen,word,pos,tag,predict
4735,Sentence: 34207,eight-year,JJ,B-tim,JJ
4736,Sentence: 34207,sentence,NN,O,NN
4737,Sentence: 34207,for,IN,O,IN
4738,Sentence: 34207,financial,JJ,O,JJ
4739,Sentence: 34207,crimes,NNS,O,NNS
4740,Sentence: 34207,.,.,O,.
4741,Sentence: 34208,The,DT,O,DT
4742,Sentence: 34208,head,NN,O,NN
4743,Sentence: 34208,of,IN,O,IN
4744,Sentence: 34208,the,DT,O,DT
4745,Sentence: 34208,local,JJ,O,JJ
4746,Sentence: 34208,prison,NN,O,NN
4747,Sentence: 34208,administration,NN,O,NN
4748,Sentence: 34208,Alexander,NNP,B-per,IN
4749,Sentence: 34208,Pleshkov,NNP,I-per,NNP
4750,Sentence: 34208,told,VBD,O,VBD
4751,Sentence: 34208,the,DT,O,DT
4752,Sentence: 34208,Interfax,NNP,B-geo,JJ
4753,Sentence: 34208,news,NN,O,NN
4754,Sentence: 34208,agency,NN,O,NN
4755,Sentence: 34208,Thursday,NNP,B-tim,NNP
4756,Sentence: 34208,Khodorkovsky,NNP,B-per,NNP
4757,Sentence: 34208,had,VBD,O,VBD
4758,Sentence: 34208,been,VBN,O,VBN
4759,Sentence: 34208,sent,VBN,O,VBN
4760,Sentence: 34208,to,TO,O,TO
4761,Sentence: 34208,a,DT,O,DT
4762,Sentence: 34208,colony,NN,O,NN
4763,Sentence: 34208,in,IN,O,IN
4764,Sentence: 34208,the,DT,O,DT
4765,Sentence: 34208,Krasnokamensk,NNP,B-geo,JJ
4766,Sentence: 34208,district,NN,O,NN
4767,Sentence: 34208,of,IN,O,IN
4768,Sentence: 34208,Chita,NNP,B-geo,DT
4769,Sentence: 34208,province,NN,O,NN
4770,Sentence: 34208,",",",",O,","
4771,Sentence: 34208,close,RB,O,VBG
4772,Sentence: 34208,to,TO,O,TO
4773,Sentence: 34208,the,DT,O,DT
4774,Sentence: 34208,Chinese,JJ,B-gpe,JJ
4775,Sentence: 34208,border,NN,O,NN
4776,Sentence: 34208,.,.,O,.
4777,Sentence: 34209,Khodorkovsky,NNP,B-per,NNP
4778,Sentence: 34209,was,VBD,O,VBD
4779,Sentence: 34209,convicted,VBN,O,VBN
4780,Sentence: 34209,on,IN,O,IN
4781,Sentence: 34209,May,NNP,B-tim,NNP
4782,Sentence: 34209,31,CD,I-tim,NNP
4783,Sentence: 34209,on,IN,O,IN
4784,Sentence: 34209,charges,NNS,O,NNS
4785,Sentence: 34209,of,IN,O,IN
4786,Sentence: 34209,embezzlement,NN,O,NNP
4787,Sentence: 34209,",",",",O,","
4788,Sentence: 34209,fraud,NN,O,NN
4789,Sentence: 34209,and,CC,O,CC
4790,Sentence: 34209,tax,NN,O,NN
4791,Sentence: 34209,evasion,NN,O,VBZ
4792,Sentence: 34209,relating,VBG,O,VBN
4793,Sentence: 34209,to,TO,O,TO
4794,Sentence: 34209,his,PRP$,O,PRP$
4795,Sentence: 34209,business,NN,O,NN
4796,Sentence: 34209,activities,NNS,O,NNS
4797,Sentence: 34209,in,IN,O,IN
4798,Sentence: 34209,the,DT,O,DT
4799,Sentence: 34209,1990s,NNS,B-tim,NNS
4800,Sentence: 34209,.,.,O,.
4801,Sentence: 34210,Supporters,NNS,O,NNS
4802,Sentence: 34210,of,IN,O,IN
4803,Sentence: 34210,Khodorkovsky,NNP,B-per,NNP
4804,Sentence: 34210,say,VBP,O,VBP
4805,Sentence: 34210,the,DT,O,DT
4806,Sentence: 34210,state,NN,O,NN
4807,Sentence: 34210,'s,POS,O,POS
4808,Sentence: 34210,legal,JJ,O,JJ
4809,Sentence: 34210,action,NN,O,NN
4810,Sentence: 34210,against,IN,O,IN
4811,Sentence: 34210,him,PRP,O,PRP
4812,Sentence: 34210,and,CC,O,CC
4813,Sentence: 34210,the,DT,O,DT
4814,Sentence: 34210,Yukos,NNP,B-org,JJ
4815,Sentence: 34210,oil,NN,O,NN
4816,Sentence: 34210,firm,NN,O,NN
4817,Sentence: 34210,was,VBD,O,VBD
4818,Sentence: 34210,a,DT,O,DT
4819,Sentence: 34210,Kremlin-driven,JJ,O,JJ
4820,Sentence: 34210,reprisal,NN,O,NN
4821,Sentence: 34210,for,IN,O,IN
4822,Sentence: 34210,the,DT,O,DT
4823,Sentence: 34210,tycoon,NN,O,NN
4824,Sentence: 34210,'s,POS,O,POS
4825,Sentence: 34210,forays,NNS,O,NN
4826,Sentence: 34210,into,IN,O,IN
4827,Sentence: 34210,politics,NNS,O,NNS
4828,Sentence: 34210,in,IN,O,IN
4829,Sentence: 34210,opposition,NN,O,NN
4830,Sentence: 34210,to,TO,O,TO
4831,Sentence: 34210,President,NNP,B-per,NNP
4832,Sentence: 34210,Vladimir,NNP,I-per,NNP
4833,Sentence: 34210,Putin,NNP,I-per,NNP
4834,Sentence: 34210,.,.,O,.
4835,Sentence: 34211,Russian,JJ,B-gpe,JJ
4836,Sentence: 34211,officials,NNS,O,NNS
4837,Sentence: 34211,deny,VBP,O,IN
4838,Sentence: 34211,this,DT,O,DT
4839,Sentence: 34211,and,CC,O,NNS
4840,Sentence: 34211,say,VB,O,VBP
4841,Sentence: 34211,he,PRP,O,PRP
4842,Sentence: 34211,is,VBZ,O,VBZ
4843,Sentence: 34211,a,DT,O,DT
4844,Sentence: 34211,common,JJ,O,JJ
4845,Sentence: 34211,criminal,NN,O,NN
4846,Sentence: 34211,.,.,O,.
4847,Sentence: 34212,A,DT,O,DT
4848,Sentence: 34212,former,JJ,O,JJ
4849,Sentence: 34212,Serb,JJ,B-gpe,JJ
4850,Sentence: 34212,leader,NN,O,NN
4851,Sentence: 34212,of,IN,O,IN
4852,Sentence: 34212,the,DT,O,DT
4853,Sentence: 34212,Yugoslav,JJ,B-gpe,JJ
4854,Sentence: 34212,Army,NNP,B-org,NNP
4855,Sentence: 34212,has,VBZ,O,VBZ
4856,Sentence: 34212,surrendered,VBN,O,VBN
4857,Sentence: 34212,to,TO,O,TO
4858,Sentence: 34212,the,DT,O,DT
4859,Sentence: 34212,U.N.,NNP,B-geo,NNP
4860,Sentence: 34212,war,NN,O,NN
4861,Sentence: 34212,crimes,NNS,O,IN
4862,Sentence: 34212,tribunal,JJ,O,NN
4863,Sentence: 34212,in,IN,O,IN
4864,Sentence: 34212,The,DT,B-org,DT
4865,Sentence: 34212,Hague,NNP,I-org,NNP
4866,Sentence: 34212,.,.,O,.
4867,Sentence: 34213,General,NNP,B-org,NNP
4868,Sentence: 34213,Momcilo,NNP,I-org,NNP
4869,Sentence: 34213,Perisic,NNP,I-org,NNP
4870,Sentence: 34213,is,VBZ,O,VBZ
4871,Sentence: 34213,the,DT,O,DT
4872,Sentence: 34213,fourth,JJ,O,NN
4873,Sentence: 34213,high-ranking,JJ,O,IN
4874,Sentence: 34213,Serb,JJ,B-gpe,JJ
4875,Sentence: 34213,suspect,NN,O,NN
4876,Sentence: 34213,to,TO,O,TO
4877,Sentence: 34213,turn,VB,O,VB
4878,Sentence: 34213,himself,PRP,O,VBN
4879,Sentence: 34213,in,IN,O,IN
4880,Sentence: 34213,this,DT,O,DT
4881,Sentence: 34213,year,NN,O,NN
4882,Sentence: 34213,for,IN,O,IN
4883,Sentence: 34213,alleged,JJ,O,JJ
4884,Sentence: 34213,crimes,NNS,O,NNS
4885,Sentence: 34213,during,IN,O,IN
4886,Sentence: 34213,the,DT,O,DT
4887,Sentence: 34213,1990s,NNS,B-org,NNS
4888,Sentence: 34213,Balkan,NNP,I-org,IN
4889,Sentence: 34213,wars,NNS,O,NNS
4890,Sentence: 34213,.,.,O,.
4891,Sentence: 34214,The,DT,B-org,DT
4892,Sentence: 34214,International,NNP,I-org,NNP
4893,Sentence: 34214,Criminal,NNP,I-org,NNP
4894,Sentence: 34214,Tribunal,NNP,I-org,NNP
4895,Sentence: 34214,for,IN,O,IN
4896,Sentence: 34214,the,DT,O,DT
4897,Sentence: 34214,former,JJ,O,JJ
4898,Sentence: 34214,Yugoslavia,NNP,B-geo,NN
4899,Sentence: 34214,made,VBD,O,VBD
4900,Sentence: 34214,public,JJ,O,JJ
4901,Sentence: 34214,Monday,NNP,B-tim,NNP
4902,Sentence: 34214,eight,CD,O,CD
4903,Sentence: 34214,counts,NNS,O,NNS
4904,Sentence: 34214,of,IN,O,IN
4905,Sentence: 34214,crimes,NNS,O,NNS
4906,Sentence: 34214,against,IN,O,IN
4907,Sentence: 34214,humanity,NN,O,NN
4908,Sentence: 34214,and,CC,O,CC
4909,Sentence: 34214,five,CD,O,CD
4910,Sentence: 34214,counts,NNS,O,NNS
4911,Sentence: 34214,of,IN,O,IN
4912,Sentence: 34214,war,NN,O,NN
4913,Sentence: 34214,crimes,NNS,O,NNS
4914,Sentence: 34214,against,IN,O,IN
4915,Sentence: 34214,General,NNP,B-org,NNP
4916,Sentence: 34214,Perisic,NNP,I-org,NNP
4917,Sentence: 34214,for,IN,O,IN
4918,Sentence: 34214,his,PRP$,O,PRP$
4919,Sentence: 34214,role,NN,O,NN
4920,Sentence: 34214,as,IN,O,IN
4921,Sentence: 34214,Chief,NNP,O,NNP
4922,Sentence: 34214,of,IN,O,IN
4923,Sentence: 34214,the,DT,O,DT
4924,Sentence: 34214,General,NNP,B-org,NNP
4925,Sentence: 34214,Staff,NNP,I-org,NNP
4926,Sentence: 34214,of,IN,O,IN
4927,Sentence: 34214,the,DT,O,DT
4928,Sentence: 34214,Yugoslav,JJ,B-gpe,JJ
4929,Sentence: 34214,Army,NNP,B-org,NNP
4930,Sentence: 34214,.,.,O,.
4931,Sentence: 34215,The,DT,O,DT
4932,Sentence: 34215,tribunal,NN,O,NN
4933,Sentence: 34215,states,VBZ,O,IN
4934,Sentence: 34215,the,DT,O,DT
4935,Sentence: 34215,charges,NNS,O,NNS
4936,Sentence: 34215,cover,VBP,O,IN
4937,Sentence: 34215,his,PRP$,O,PRP$
4938,Sentence: 34215,actions,NNS,O,NNS
4939,Sentence: 34215,in,IN,O,IN
4940,Sentence: 34215,Sarajevo,NNP,B-geo,NNP
4941,Sentence: 34215,",",",",O,","
4942,Sentence: 34215,Zagreb,NNP,B-geo,NNP
4943,Sentence: 34215,and,CC,O,CC
4944,Sentence: 34215,Srebrenica,NNP,B-geo,NNP
4945,Sentence: 34215,.,.,O,.
4946,Sentence: 34216,The,DT,O,DT
4947,Sentence: 34216,former,JJ,O,JJ
4948,Sentence: 34216,general,NN,O,NN
4949,Sentence: 34216,said,VBD,O,VBD
4950,Sentence: 34216,last,JJ,O,JJ
4951,Sentence: 34216,week,NN,O,NN
4952,Sentence: 34216,that,IN,O,IN
4953,Sentence: 34216,appearing,VBG,O,NN
4954,Sentence: 34216,before,IN,O,IN
4955,Sentence: 34216,the,DT,O,DT
4956,Sentence: 34216,tribunal,NN,O,NN
4957,Sentence: 34216,was,VBD,O,VBD
4958,Sentence: 34216,the,DT,O,DT
4959,Sentence: 34216,best,JJS,O,JJ
4960,Sentence: 34216,way,NN,O,NN
4961,Sentence: 34216,to,TO,O,TO
4962,Sentence: 34216,defend,VB,O,VB
4963,Sentence: 34216,his,PRP$,O,PRP$
4964,Sentence: 34216,honor,NN,O,NN
4965,Sentence: 34216,and,CC,O,CC
4966,Sentence: 34216,the,DT,O,DT
4967,Sentence: 34216,reputation,NN,O,NN
4968,Sentence: 34216,of,IN,O,IN
4969,Sentence: 34216,the,DT,O,DT
4970,Sentence: 34216,army,NN,O,NN
4971,Sentence: 34216,.,.,O,.
4972,Sentence: 34217,The,DT,O,DT
4973,Sentence: 34217,UN,NNP,B-org,NNP
4974,Sentence: 34217,Food,NNP,I-org,NNP
4975,Sentence: 34217,and,CC,I-org,CC
4976,Sentence: 34217,Agriculture,NNP,I-org,NNP
4977,Sentence: 34217,Organization,NNP,I-org,NNP
4978,Sentence: 34217,says,VBZ,O,VBZ
4979,Sentence: 34217,migratory,JJ,O,JJ
4980,Sentence: 34217,birds,NNS,O,NNS
4981,Sentence: 34217,from,IN,O,IN
4982,Sentence: 34217,Africa,NNP,B-geo,NNP
4983,Sentence: 34217,could,MD,O,MD
4984,Sentence: 34217,help,VB,O,VB
4985,Sentence: 34217,spread,VB,O,DT
4986,Sentence: 34217,Avian,NNP,B-nat,JJ
4987,Sentence: 34217,Flu,NNP,I-nat,NN
4988,Sentence: 34217,in,IN,O,IN
4989,Sentence: 34217,the,DT,O,DT
4990,Sentence: 34217,coming,JJ,O,JJ
4991,Sentence: 34217,months,NNS,O,NNS
4992,Sentence: 34217,.,.,O,.
4993,Sentence: 34218,At,IN,O,IN
4994,Sentence: 34218,the,DT,O,DT
4995,Sentence: 34218,bird,NN,O,NN
4996,Sentence: 34218,flu,NN,O,NN
4997,Sentence: 34218,conference,NN,O,NN
4998,Sentence: 34218,in,IN,O,IN
4999,Sentence: 34218,Beijing,NNP,B-geo,NNP
5000,Sentence: 34218,",",",",O,","
5001,Sentence: 34218,FAO,NNP,B-org,NNP
5002,Sentence: 34218,Deputy,NNP,O,NNP
5003,Sentence: 34218,Director-General,NNP,O,NNP
5004,Sentence: 34218,David,NNP,B-per,NNP
5005,Sentence: 34218,Harcharik,NNP,I-per,NNP
5006,Sentence: 34218,says,VBZ,O,VBZ
5007,Sentence: 34218,Avian,NNP,B-nat,DT
5008,Sentence: 34218,Flu,NNP,I-nat,NN
5009,Sentence: 34218,could,MD,O,MD
5010,Sentence: 34218,become,VB,O,VB
5011,Sentence: 34218,“,``,O,DT
5012,Sentence: 34218,entrenched,VBN,O,JJ
5013,Sentence: 34218,”,``,O,NN
5014,Sentence: 34218,in,IN,O,IN
5015,Sentence: 34218,the,DT,O,DT
5016,Sentence: 34218,Black,NNP,B-geo,NNP
5017,Sentence: 34218,Sea,NNP,I-geo,NNP
5018,Sentence: 34218,",",",",O,","
5019,Sentence: 34218,the,DT,O,DT
5020,Sentence: 34218,Caucasus,NNP,B-geo,NN
5021,Sentence: 34218,and,CC,O,CC
5022,Sentence: 34218,Near,NNP,B-geo,NNP
5023,Sentence: 34218,East,NNP,I-geo,NNP
5024,Sentence: 34218,regions,NNS,O,NNS
5025,Sentence: 34218,through,IN,O,IN
5026,Sentence: 34218,trade,NN,O,NN
5027,Sentence: 34218,and,CC,O,CC
5028,Sentence: 34218,travel,NN,O,NN
5029,Sentence: 34218,.,.,O,.
5030,Sentence: 34219,But,CC,O,CC
5031,Sentence: 34219,he,PRP,O,PRP
5032,Sentence: 34219,says,VBZ,O,VBZ
5033,Sentence: 34219,migratory,JJ,O,JJ
5034,Sentence: 34219,birds,NNS,O,NNS
5035,Sentence: 34219,coming,VBG,O,VBD
5036,Sentence: 34219,from,IN,O,IN
5037,Sentence: 34219,Africa,NNP,B-geo,NNP
5038,Sentence: 34219,in,IN,O,IN
5039,Sentence: 34219,the,DT,O,DT
5040,Sentence: 34219,spring,NN,O,NN
5041,Sentence: 34219,could,MD,O,MD
5042,Sentence: 34219,spread,VB,O,VB
5043,Sentence: 34219,it,PRP,O,PRP
5044,Sentence: 34219,further,RBR,O,RB
5045,Sentence: 34219,.,.,O,.
5046,Sentence: 34220,The,DT,O,DT
5047,Sentence: 34220,FAO,NNP,B-org,JJ
5048,Sentence: 34220,official,NN,O,NN
5049,Sentence: 34220,says,VBZ,O,VBZ
5050,Sentence: 34220,countries,NNS,O,NNS
5051,Sentence: 34220,in,IN,O,IN
5052,Sentence: 34220,Africa,NNP,B-geo,NNP
5053,Sentence: 34220,deserve,VBP,O,POS
5054,Sentence: 34220,special,JJ,O,JJ
5055,Sentence: 34220,attention,NN,O,NN
5056,Sentence: 34220,.,.,O,.
5057,Sentence: 34221,He,PRP,O,PRP
5058,Sentence: 34221,says,VBZ,O,VBZ
5059,Sentence: 34221,if,IN,O,IN
5060,Sentence: 34221,bird,NN,O,NN
5061,Sentence: 34221,flu,NN,O,NN
5062,Sentence: 34221,were,VBD,O,VBD
5063,Sentence: 34221,to,TO,O,TO
5064,Sentence: 34221,become,VB,O,VB
5065,Sentence: 34221,“,``,O,DT
5066,Sentence: 34221,rooted,JJ,O,NN
5067,Sentence: 34221,in,IN,O,IN
5068,Sentence: 34221,the,DT,O,DT
5069,Sentence: 34221,African,JJ,B-gpe,JJ
5070,Sentence: 34221,countryside,NN,O,NN
5071,Sentence: 34221,",",",",O,","
5072,Sentence: 34221,the,DT,O,DT
5073,Sentence: 34221,consequences,NNS,O,NN
5074,Sentence: 34221,of,IN,O,IN
5075,Sentence: 34221,a,DT,O,DT
5076,Sentence: 34221,continent,NN,O,NN
5077,Sentence: 34221,already,RB,O,.
5078,Sentence: 34221,devastated,VBN,O,``
5079,Sentence: 34221,by,IN,O,IN
5080,Sentence: 34221,hunger,NN,O,NNP
5081,Sentence: 34221,and,CC,O,CC
5082,Sentence: 34221,poverty,NN,O,NN
5083,Sentence: 34221,could,MD,O,MD
5084,Sentence: 34221,be,VB,O,VB
5085,Sentence: 34221,truly,RB,O,DT
5086,Sentence: 34221,catastrophic,JJ,O,NN
5087,Sentence: 34221,.,.,O,.
5088,Sentence: 34221,”,``,O,``
5089,Sentence: 34222,Palestinian,JJ,B-gpe,JJ
5090,Sentence: 34222,officials,NNS,O,NNS
5091,Sentence: 34222,say,VBP,O,VBP
5092,Sentence: 34222,Palestinian,JJ,B-gpe,JJ
5093,Sentence: 34222,Authority,NNP,O,NNP
5094,Sentence: 34222,President,NNP,B-per,NNP
5095,Sentence: 34222,Mahmoud,NNP,I-per,NNP
5096,Sentence: 34222,Abbas,NNP,I-per,NNP
5097,Sentence: 34222,has,VBZ,O,VBZ
5098,Sentence: 34222,undergone,VBN,O,VBN
5099,Sentence: 34222,a,DT,O,DT
5100,Sentence: 34222,heart,NN,O,NN
5101,Sentence: 34222,procedure,NN,O,NN
5102,Sentence: 34222,at,IN,O,IN
5103,Sentence: 34222,a,DT,O,DT
5104,Sentence: 34222,hospital,NN,O,NN
5105,Sentence: 34222,in,IN,O,IN
5106,Sentence: 34222,Jordan,NNP,B-geo,NNP
5107,Sentence: 34222,.,.,O,.
5108,Sentence: 34223,Officials,NNS,O,NNS
5109,Sentence: 34223,said,VBD,O,VBD
5110,Sentence: 34223,Wednesday,NNP,B-tim,NNP
5111,Sentence: 34223,Mr.,NNP,B-per,NNP
5112,Sentence: 34223,Abbas,NNP,I-per,NNP
5113,Sentence: 34223,would,MD,O,MD
5114,Sentence: 34223,only,RB,O,RB
5115,Sentence: 34223,remain,VB,O,VBP
5116,Sentence: 34223,briefly,RB,O,VBN
5117,Sentence: 34223,at,IN,O,IN
5118,Sentence: 34223,the,DT,O,DT
5119,Sentence: 34223,hospital,NN,O,NN
5120,Sentence: 34223,.,.,O,.
5121,Sentence: 34224,Reports,NNS,O,NNS
5122,Sentence: 34224,say,VBP,O,VBP
5123,Sentence: 34224,the,DT,O,DT
5124,Sentence: 34224,Palestinian,JJ,B-gpe,JJ
5125,Sentence: 34224,leader,NN,O,NN
5126,Sentence: 34224,underwent,VBD,O,IN
5127,Sentence: 34224,an,DT,O,DT
5128,Sentence: 34224,angioplasty,NN,O,NN
5129,Sentence: 34224,",",",",O,","
5130,Sentence: 34224,or,CC,O,CC
5131,Sentence: 34224,procedure,NN,O,VBD
5132,Sentence: 34224,aimed,VBN,O,VBN
5133,Sentence: 34224,at,IN,O,IN
5134,Sentence: 34224,opening,VBG,O,DT
5135,Sentence: 34224,clogged,JJ,O,JJ
5136,Sentence: 34224,heart,NN,O,NN
5137,Sentence: 34224,arteries,NNS,O,NN
5138,Sentence: 34224,to,TO,O,TO
5139,Sentence: 34224,increase,VB,O,VB
5140,Sentence: 34224,the,DT,O,DT
5141,Sentence: 34224,blood,NN,O,NN
5142,Sentence: 34224,flow,NN,O,NN
5143,Sentence: 34224,to,TO,O,TO
5144,Sentence: 34224,his,PRP$,O,PRP$
5145,Sentence: 34224,heart,NN,O,NN
5146,Sentence: 34224,.,.,O,.
5147,Sentence: 34225,He,PRP,O,PRP
5148,Sentence: 34225,is,VBZ,O,VBZ
5149,Sentence: 34225,expected,VBN,O,VBN
5150,Sentence: 34225,to,TO,O,TO
5151,Sentence: 34225,return,VB,O,VB
5152,Sentence: 34225,to,TO,O,TO
5153,Sentence: 34225,the,DT,O,DT
5154,Sentence: 34225,Palestinian,JJ,B-gpe,JJ
5155,Sentence: 34225,territories,NNS,O,NNP
5156,Sentence: 34225,Thursday,NNP,B-tim,NNP
5157,Sentence: 34225,.,.,O,.
5158,Sentence: 34226,Mr.,NNP,B-per,NNP
5159,Sentence: 34226,Abbas,NNP,I-per,NNP
5160,Sentence: 34226,met,VBD,O,VBD
5161,Sentence: 34226,last,JJ,O,JJ
5162,Sentence: 34226,week,NN,O,NN
5163,Sentence: 34226,at,IN,O,IN
5164,Sentence: 34226,the,DT,O,DT
5165,Sentence: 34226,White,NNP,B-org,NNP
5166,Sentence: 34226,House,NNP,I-org,NNP
5167,Sentence: 34226,with,IN,O,IN
5168,Sentence: 34226,President,NNP,B-per,NNP
5169,Sentence: 34226,Bush,NNP,I-per,NNP
5170,Sentence: 34226,",",",",O,","
5171,Sentence: 34226,who,WP,O,WP
5172,Sentence: 34226,reaffirmed,VBD,O,VBD
5173,Sentence: 34226,his,PRP$,O,PRP$
5174,Sentence: 34226,support,NN,O,NN
5175,Sentence: 34226,for,IN,O,IN
5176,Sentence: 34226,the,DT,O,DT
5177,Sentence: 34226,creation,NN,O,NN
5178,Sentence: 34226,of,IN,O,IN
5179,Sentence: 34226,a,DT,O,DT
5180,Sentence: 34226,Palestinian,JJ,B-gpe,JJ
5181,Sentence: 34226,state,NN,O,NN
5182,Sentence: 34226,.,.,O,.
5183,Sentence: 34227,Mr.,NNP,B-per,NNP
5184,Sentence: 34227,Bush,NNP,I-per,NNP
5185,Sentence: 34227,also,RB,O,RB
5186,Sentence: 34227,offered,VBD,O,VBN
5187,Sentence: 34227,50,CD,O,CD
5188,Sentence: 34227,million,CD,O,CD
5189,Sentence: 34227,dollars,NNS,O,NNS
5190,Sentence: 34227,for,IN,O,IN
5191,Sentence: 34227,housing,NN,O,NN
5192,Sentence: 34227,and,CC,O,CC
5193,Sentence: 34227,construction,NN,O,NN
5194,Sentence: 34227,in,IN,O,IN
5195,Sentence: 34227,the,DT,O,DT
5196,Sentence: 34227,Gaza,NNP,B-geo,NNP
5197,Sentence: 34227,Strip,NNP,I-geo,NNP
5198,Sentence: 34227,after,IN,O,IN
5199,Sentence: 34227,Israel,NNP,B-geo,NNP
5200,Sentence: 34227,pulls,VBZ,O,VBD
5201,Sentence: 34227,out,RP,O,RP
5202,Sentence: 34227,in,IN,O,IN
5203,Sentence: 34227,August,NNP,B-tim,NNP
5204,Sentence: 34227,.,.,O,.
5205,Sentence: 34228,Pakistani,JJ,B-gpe,JJ
5206,Sentence: 34228,officials,NNS,O,NNS
5207,Sentence: 34228,say,VBP,O,VBP
5208,Sentence: 34228,at,IN,O,IN
5209,Sentence: 34228,least,JJS,O,JJS
5210,Sentence: 34228,90,CD,O,CD
5211,Sentence: 34228,people,NNS,O,NNS
5212,Sentence: 34228,have,VBP,O,VBP
5213,Sentence: 34228,been,VBN,O,VBN
5214,Sentence: 34228,killed,VBN,O,VBN
5215,Sentence: 34228,in,IN,O,IN
5216,Sentence: 34228,the,DT,O,DT
5217,Sentence: 34228,worst,JJS,O,JJ
5218,Sentence: 34228,flooding,NN,O,NN
5219,Sentence: 34228,in,IN,O,IN
5220,Sentence: 34228,Pakistan,NNP,B-geo,NNP
5221,Sentence: 34228,'s,POS,O,POS
5222,Sentence: 34228,northwest,JJS,O,NN
5223,Sentence: 34228,in,IN,O,IN
5224,Sentence: 34228,almost,RB,O,DT
5225,Sentence: 34228,100,CD,O,CD
5226,Sentence: 34228,years,NNS,O,NNS
5227,Sentence: 34228,.,.,O,.
5228,Sentence: 34229,Heavy,NNP,O,JJ
5229,Sentence: 34229,monsoon,NN,O,NN
5230,Sentence: 34229,rains,NNS,O,NNS
5231,Sentence: 34229,continued,VBD,O,VBD
5232,Sentence: 34229,to,TO,O,TO
5233,Sentence: 34229,flood,VB,O,VB
5234,Sentence: 34229,Khyber-Pakhtunkhwa,NNP,O,DT
5235,Sentence: 34229,province,NN,O,NN
5236,Sentence: 34229,Thursday,NNP,B-tim,NNP
5237,Sentence: 34229,",",",",O,","
5238,Sentence: 34229,leaving,VBG,O,VBG
5239,Sentence: 34229,towns,NNS,O,NNS
5240,Sentence: 34229,in,IN,O,IN
5241,Sentence: 34229,the,DT,O,DT
5242,Sentence: 34229,Swat,NNP,B-geo,NNP
5243,Sentence: 34229,Valley,NNP,I-geo,NNP
5244,Sentence: 34229,badly,RB,O,NNP
5245,Sentence: 34229,affected,VBD,O,NNP
5246,Sentence: 34229,.,.,O,.
5247,Sentence: 34230,Several,JJ,O,JJ
5248,Sentence: 34230,thousand,CD,O,NN
5249,Sentence: 34230,people,NNS,O,NNS
5250,Sentence: 34230,have,VBP,O,VBP
5251,Sentence: 34230,been,VBN,O,VBN
5252,Sentence: 34230,displaced,VBN,O,VBN
5253,Sentence: 34230,.,.,O,.
5254,Sentence: 34231,Aid,JJ,O,CD
5255,Sentence: 34231,workers,NNS,O,NNS
5256,Sentence: 34231,say,VBP,O,VBP
5257,Sentence: 34231,the,DT,O,DT
5258,Sentence: 34231,heavy,JJ,O,JJ
5259,Sentence: 34231,rains,NNS,O,NNS
5260,Sentence: 34231,are,VBP,O,VBP
5261,Sentence: 34231,impeding,VBG,O,VBN
5262,Sentence: 34231,the,DT,O,DT
5263,Sentence: 34231,ability,NN,O,NN
5264,Sentence: 34231,to,TO,O,TO
5265,Sentence: 34231,reach,VB,O,VB
5266,Sentence: 34231,affected,VBN,O,JJ
5267,Sentence: 34231,areas,NNS,O,NNS
5268,Sentence: 34231,by,IN,O,IN
5269,Sentence: 34231,helicopter,NN,O,NN
5270,Sentence: 34231,.,.,O,.
5271,Sentence: 34232,Just,RB,O,NN
5272,Sentence: 34232,across,IN,O,IN
5273,Sentence: 34232,the,DT,O,DT
5274,Sentence: 34232,border,NN,O,NN
5275,Sentence: 34232,in,IN,O,IN
5276,Sentence: 34232,Afghanistan,NNP,B-geo,NNP
5277,Sentence: 34232,",",",",O,","
5278,Sentence: 34232,NATO,NNP,B-org,NNP
5279,Sentence: 34232,says,VBZ,O,VBZ
5280,Sentence: 34232,the,DT,O,DT
5281,Sentence: 34232,Afghan,JJ,B-gpe,JJ
5282,Sentence: 34232,National,NNP,B-org,NNP
5283,Sentence: 34232,Army,NNP,I-org,NNP
5284,Sentence: 34232,rescued,VBD,O,.
5285,Sentence: 34232,more,JJR,O,JJR
5286,Sentence: 34232,than,IN,O,IN
5287,Sentence: 34232,200,CD,O,CD
5288,Sentence: 34232,Afghan,JJ,B-gpe,JJ
5289,Sentence: 34232,civilians,NNS,O,NNS
5290,Sentence: 34232,stranded,VBN,O,VBD
5291,Sentence: 34232,by,IN,O,IN
5292,Sentence: 34232,flash,NN,O,DT
5293,Sentence: 34232,floods,NNS,O,NNS
5294,Sentence: 34232,in,IN,O,IN
5295,Sentence: 34232,Nangarhar,NNP,B-geo,DT
5296,Sentence: 34232,province,NN,O,NN
5297,Sentence: 34232,.,.,O,.
5298,Sentence: 34233,Another,DT,O,DT
5299,Sentence: 34233,50,CD,O,CD
5300,Sentence: 34233,people,NNS,O,NNS
5301,Sentence: 34233,have,VBP,O,VBP
5302,Sentence: 34233,been,VBN,O,VBN
5303,Sentence: 34233,killed,VBN,O,VBN
5304,Sentence: 34233,in,IN,O,IN
5305,Sentence: 34233,southern,JJ,O,JJ
5306,Sentence: 34233,Pakistan,NNP,B-geo,NNP
5307,Sentence: 34233,since,IN,O,IN
5308,Sentence: 34233,storms,NNS,O,NNS
5309,Sentence: 34233,began,VBD,O,VBD
5310,Sentence: 34233,earlier,RBR,O,IN
